Date,AAPL,AMGN,AMZN,GOOG,META,MSFT,REGN,TSLA
2019-01-02,37.57520294189453,155.9321746826172,76.95649719238281,51.98350143432617,134.939697265625,94.78968811035156,370.8501892089844,20.674667358398438
2019-01-03,33.83244323730469,153.5594940185547,75.01399993896484,50.502803802490234,131.02120971679688,91.30256652832031,370.49169921875,20.02400016784668
2019-01-04,35.2767219543457,158.8086700439453,78.76950073242188,53.219154357910156,137.19732666015625,95.5489730834961,395.85296630859375,21.179332733154297
2019-01-07,35.19820785522461,160.94580078125,81.47550201416016,53.10383987426758,137.29678344726562,95.67083740234375,394.93695068359375,22.33066749572754
2019-01-08,35.86920166015625,163.00970458984375,82.8290023803711,53.49601364135742,141.75233459472656,96.36451721191406,395.5642395019531,22.356666564941406
2019-01-09,36.478309631347656,162.81468200683594,82.97100067138672,53.415489196777344,143.44305419921875,97.74248504638672,397.8742980957031,22.568666458129883
2019-01-10,36.59490203857422,164.69168090820312,82.81099700927734,53.20026397705078,143.4132080078125,97.11442565917969,406.318115234375,22.99799919128418
2019-01-11,36.23561096191406,162.9690399169922,82.02799987792969,52.54715347290039,143.01539611816406,96.36451721191406,406.8857421875,23.150667190551758
2019-01-14,35.69074249267578,159.89756774902344,80.8604965209961,51.925846099853516,144.59674072265625,95.66146850585938,399.0194396972656,22.293333053588867
2019-01-15,36.421207427978516,162.01023864746094,83.72799682617188,53.53925323486328,148.13731384277344,98.43616485595703,403.2911071777344,22.961999893188477
2019-01-16,36.86616134643555,161.61204528808594,84.18900299072266,53.7291259765625,146.73500061035156,98.7829818725586,402.8131408691406,23.06999969482422
2019-01-17,37.08506393432617,164.07411193847656,84.66100311279297,54.17298126220703,147.49085998535156,99.47666931152344,415.5983581542969,23.15399932861328
2019-01-18,37.31348419189453,165.66677856445312,84.80999755859375,54.5885124206543,149.2213592529297,100.96713256835938,417.0520935058594,20.150667190551758
2019-01-22,36.47593688964844,164.1229248046875,81.6084976196289,53.209712982177734,146.76483154296875,99.06422424316406,403.0222473144531,19.92799949645996
2019-01-23,36.62344741821289,163.7816162109375,82.0009994506836,53.460723876953125,143.51268005371094,100.02972412109375,399.49737548828125,19.172666549682617
2019-01-24,36.33317947387695,163.30223083496094,82.74649810791016,53.37771224975586,145.03431701660156,99.5516586303711,406.1886901855469,19.43400001525879
2019-01-25,37.53713607788086,161.51458740234375,83.52850341796875,54.2271614074707,148.19699096679688,100.46092987060547,416.5044860839844,19.80266761779785
2019-01-28,37.18975830078125,155.9728546142578,81.89450073242188,53.187843322753906,146.66539001464844,98.50177764892578,412.1830139160156,19.7586669921875
2019-01-29,36.804290771484375,156.10284423828125,79.69400024414062,52.71763610839844,143.40328979492188,96.4957504272461,415.36932373046875,19.83066749572754
2019-01-30,39.31929016113281,150.2117156982422,83.52149963378906,54.1312370300293,149.59927368164062,99.72039794921875,418.1175537109375,20.584667205810547
2019-01-31,39.602447509765625,152.04000854492188,85.9365005493164,55.488670349121094,165.78050231933594,97.8924789428711,427.4375915527344,20.468000411987305
2019-02-01,39.62147903442383,152.00746154785156,81.3115005493164,55.20932388305664,164.8058624267578,96.34575653076172,428.3138122558594,20.81399917602539
2019-02-04,40.746925354003906,151.28431701660156,81.66549682617188,56.30531311035156,168.32655334472656,99.12044525146484,423.5841064453125,20.859333038330078
2019-02-05,41.44408416748047,153.01507568359375,82.94049835205078,56.96091842651367,170.22613525390625,100.50782775878906,419.24273681640625,21.42333221435547
2019-02-06,41.4583625793457,155.00588989257812,82.01300048828125,55.432003021240234,169.55978393554688,99.39231872558594,404.82452392578125,21.148000717163086
2019-02-07,40.67316818237305,149.69981384277344,80.71849822998047,54.61088943481445,165.47222900390625,98.67988586425781,404.7249755859375,20.500667572021484
2019-02-08,40.720951080322266,151.1380157470703,79.41100311279297,54.42946243286133,166.41702270507812,99.05485534667969,405.12322998046875,20.386667251586914
2019-02-11,40.48676681518555,150.96739196777344,79.55000305175781,54.42697525024414,164.88543701171875,98.66112518310547,406.7662048339844,20.856000900268555
2019-02-12,40.835655212402344,153.11257934570312,81.90049743652344,55.73719024658203,164.13951110839844,100.19847106933594,414.5627746582031,20.78733253479004
2019-02-13,40.665992736816406,153.5594940185547,82.0,55.67704391479492,163.17483520507812,100.12346649169922,410.3309020996094,20.544666290283203
2019-02-14,40.814151763916016,152.86343383789062,81.13249969482422,55.752098083496094,163.05548095703125,100.20785522460938,413.1986389160156,20.251333236694336
2019-02-15,40.72334671020508,154.22274780273438,80.39749908447266,55.35346984863281,161.61338806152344,101.4452133178711,422.16021728515625,20.525333404541016
2019-02-19,40.84519958496094,153.10096740722656,81.37899780273438,55.59751892089844,161.40451049804688,101.3983383178711,418.80462646484375,20.375999450683594
2019-02-20,41.108070373535156,153.0600128173828,81.1050033569336,55.36092758178711,161.67303466796875,100.87115478515625,420.70648193359375,20.17066764831543
2019-02-21,40.87628173828125,151.89723205566406,80.97200012207031,54.52439498901367,159.16680908203125,102.99874114990234,416.83306884765625,19.415332794189453
2019-02-22,41.33268356323242,153.5349578857422,81.5780029296875,55.1904411315918,161.0067138671875,104.46730041503906,420.71636962890625,19.6473331451416
